_id;firstName;middleName;lastName;nameNick;pos;height;weight;college;birthDate;birthCity;birthState;birthCountry;birthCountry_;highSchool;hsCity;hsState;hsCountry;hsCountry_
lawsoed01w;Edwige;;Lawson-Wade;;Guard;167.64;58.967;;1979-05-14;Rennes;;FRA;France;;;;;
lawsoka01w;Kara;Maria;Lawson;;Guard;175.26;74.843;Tennessee;1981-02-14;Alexandria;;USA;United States of America;West springfield;Springfield;MO;USA;United States of America
laydefr99w;Frank;;Layden;;;;;;;;;;;;;;;
lazicka01w;Katarina;;Lazic;;Forward-Center;177.8;66.678;;1980-05-25;;;;;;;;;
lehnish01w;Shalee;;Lehning;;Guard;175.26;66.678;Kansas State;1986-10-27;;;;;;;;;
lennobe01w;Betty;;Lennox;;Guard;172.72;64.864;Louisiana Tech;1976-12-04;;;;;;;;;
leslili01w;Lisa;Deshawn;Leslie;;Center;195.58;77.111;USC;1972-07-07;Gardena;;USA;United States of America;;;;;
leuchye01w;Yelena;Stepanovna;Leuchanka;;Center;195.58;88.45;West Virginia;1983-04-30;Gomel;;URS;Soviet Union;;;;;
levanni01w;Nicole;;Levandusky;;Guard;172.72;73.935;Xavier;1979-05-17;;;;;;;;;
levesni01w;Nicole;;Levesque;;Guard;160.02;52.163;Wake Forest;1972-04-11;;;;;;;;;
lewisji99w;Jim;;Lewis;;;;;;;;;;;;;;;
lewista01w;Takeisha;;Lewis;;Forward-Center;187.96;96.162;Louisiana Tech;1979-07-10;;;;;Pineview;Lisbon;LA;USA;United States of America
lewisty01w;Tynesha;;Lewis;;Guard;177.8;68.946;North Carolina State;1979-05-08;;;;;;;;;
liebena01w;Nancy;Lizabeth;Lieberman-Cline;Flame,Lady Magic;Guard;177.8;68.039;Old Dominion;1958-07-01;Brooklyn;;USA;United States of America;Far rockaway;Far rockaway;NY;USA;United States of America
lilleta01w;Taylor;Paige;Lilley;;Guard;167.64;58.967;Oregon;1988-02-29;Van nuys;;USA;United States of America;Hart;Newhall;CA;USA;United States of America
listr01w;Tracy;;Lis;;Guard-Forward;177.8;;Providence;;;;;;;;;;
littlca01w;Camille;;Little;;Forward;187.96;81.647;North Carolina;1985-01-18;;;;;Carver;Winston-salem;NC;USA;United States of America
lloydan01w;Andrea;Lane;Lloyd Curry;;Forward;187.96;79.379;Texas;1965-02-09;Moscow;ID;USA;United States of America;;;;;
lobore01w;Rebecca;Rose;Lobo;;Forward;193.04;86.182;Connecticut;1973-10-06;Hartford;;USA;United States of America;;;;;
lovelst01w;Stacey;;Lovelace;;Forward;193.04;77.111;Purdue;1974-12-05;;;;;;;;;
lowreja99w;Jan;;Lowrey;;;;;;;;;;;;;;;
luckepa01w;Pat;;Luckey;;Forward;185.42;74.843;Houston;1975-05-14;;;;;San marcos;San marcos;TX;USA;United States of America
luzhe01w;Helen;Cristina Santos;Luz;;Guard;172.72;65.317;;1972-11-23;Aracatuba;;BRA;Brazil;;;;;
lyttlsa01w;Sancho;;Lyttle;;Forward;193.04;79.379;Houston;1983-09-20;;;;;;;;;
mabikmw01w;Mwadi;Marie;Mabika;;Guard-Forward;180.34;74.843;;1976-07-27;Kinshasa;;COD;Democratic Republic of the Congo;;;;;
macchla01w;Laura;;Macchi;;Forward;185.42;76.657;;1979-05-24;;;;;;;;;
machacl01w;Clarisse;;Machanguana;;Forward-Center;195.58;81.647;Old Dominion;1976-10-04;;;;;;;;;
maherto99w;Tom;;Maher;;;;;;;;;;;;;;;
mahonme01w;Megan;Marie;Mahoney;;Forward;182.88;72.575;Kansas State;1983-02-13;;;;;Sturgis brown;Sturgis;SD;USA;United States of America
mahonsh01w;Shea;;Mahoney;;Forward;193.04;80.739;Western Kentucky;1977-07-03;;;;;;;;;
mahorri01w;Rick;;Mahorn;;;;;;;;;;;;;;;
maigaha01w;Hamchetou;;Maiga-Ba;;Guard-Forward;185.42;72.575;Old Dominion;1978-04-25;Bamako;;MLI;Mali;;;;;
malcona01w;Nadine;;Malcolm;;Forward;185.42;77.111;Providence;1975-11-27;;;;;;;;;
malloam01w;Amy;;Mallon;;Guard;162.56;67.132;St. Joseph's;1970-04-21;;;;;;;;;
malloso01w;Sonja;;Mallory;;Center;195.58;95.254;Georgia Tech;1981-09-02;;;;;;;;;
maltsev01w;Evanthia;;Maltsi;;Guard;180.34;74.843;;1978-12-20;Goumenissa;;GRE;Greece;;;;;
mannish01w;Sharon;;Manning;;Forward-Center;190.5;84.368;North Carolina State;1969-03-20;;;;;;;;;
mannkr01w;Kristen;;Mann;;Forward;185.42;83.915;UC Santa Barbara;1983-08-10;;;;;;;;;
mapprh01w;Rhonda;;Mapp;;Center;187.96;86.182;North Carolina State;1969-10-13;;;;;;;;;
marcimi01w;Michelle;;Marciniak;;Guard;177.8;69.853;Tennessee;1973-10-29;;;;;;;;;
margiga01w;Gabriela;;Marginean;;Forward;185.42;74.389;Drexel;1987-02-12;Cluj-napoca;;ROM;Romania;;;;;
martima01w;Maylana;;Martin;;Forward;193.04;78.018;UCLA;1978-04-17;;;;;;;;;
martinu01w;Nuria;;Martinez Prat;;Guard;175.26;75.75;;1984-02-29;Mataro,barcelona;;ESP;Spain;;;;;
mascira01w;Raffaella;;Masciadri;;Forward;182.88;76.657;;1980-09-30;;;;;;;;;
maslemi01w;Missy;;Masley;;Forward;187.96;77.111;Penn State;1974-10-10;;;;;;;;;
matteca01w;Caity;;Matter;;Guard;175.26;75.75;Ohio State;1982-08-22;;;;;;;;;
matteka01w;Katie;;Feenstra Mattera;;Center;203.2;108.862;Liberty;1982-11-17;;;;;;;;;
maxwean01w;Anita;;Maxwell;;Forward;180.34;84.368;New Mexico State;1974-04-07;;;;;;;;;
maxwemo01w;Monica;;Maxwell;;Forward;175.26;73.482;Louisiana Tech;1976-12-21;;;;;;;;;
maytuet01w;Etta;V.;Maytubby;;Forward;182.88;;Oklahoma;1973-04-28;;;;;;;;;
mazzake01w;Kelly;;Mazzante;;Guard;182.88;70.307;Penn State;1982-02-02;;;;;;;;;
mccaibr01w;Brandi;;McCain;;Guard;160.02;61.235;Florida;1979-09-21;;;;;Silsbee;Silsbee;TX;USA;United States of America
mccaiti01w;Tiffany;;McCain;;Guard-Forward;177.8;75.75;Kentucky;1976-10-06;;;;;;;;;
mccanra01w;Rashanda;Chanee';McCants;;Forward;185.42;73.028;North Carolina;1986-11-17;;;;;Asheville;Asheville;NC;USA;United States of America
mccarja01w;Janel;;McCarville;;Center;187.96;92.986;Minnesota;1982-11-03;;;;;;;;;
mccarjo01w;Joanne;;McCarthy;;Guard;170.18;58.967;Illinois-Chicago;1974-10-26;Chicago;IL;USA;United States of America;;;;;
mccarst01w;Stephanie;;McCarty;;Guard-Forward;175.26;70.307;Purdue;1977-06-20;;;;;;;;;
mcclaka01w;Katrina;Felicia;McClain;;Forward-Center;187.96;81.647;Georgia;1965-09-19;Washington;DC;USA;United States of America;;;;;
mcconsu01w;Suzanne;Theresa;McConnell Serio;Suzie;Guard;165.1;56.699;Penn State;1966-07-29;Pittsburgh;PA;USA;United States of America;;;;;
mccouan01w;Angel;Lajuane;McCoughtry;;Forward;185.42;72.575;Louisville;1986-09-10;Baltimore;MD;USA;United States of America;;;;;
mccrada01w;Danielle;;McCray;;Guard-Forward;180.34;77.111;Kansas;1987-10-08;Boynton beach;;USA;United States of America;Olathe east;Olathe;KS;USA;United States of America
mccrani01w;Nikki;K.;McCray;;Guard;180.34;71.668;Tennessee;1971-12-11;Collierville;;USA;United States of America;;;;;
mccrini01w;Nicky;;McCrimmon;;Guard;172.72;56.699;USC;1972-03-22;;;;;;;;;
mcculda01w;Danielle;;McCulley;;Forward-Center;190.5;81.647;Western Kentucky;1975-01-18;;;;;;;;;
mcgeepa01w;Pamela;Denise;McGee;;Forward-Center;190.5;90.718;USC;1962-12-01;Flint;MI;USA;United States of America;;;;;
mcgheca01w;Carla;Renee;McGhee;;Forward-Center;185.42;81.193;Tennessee;1968-03-06;Peoria;;USA;United States of America;;;;;
mchugma99w;Maura;;McHugh;;;;;;;;;;;;;;;
mckivte01w;Teana;;Miller;;Forward-Center;190.5;99.79;Tulane;1980-10-05;;;;;;;;;
mcwilta01w;Taj;;McWilliams-Franklin;;Forward-Center;187.96;85.275;St. Edwards;1970-10-20;;;;;;;;;
meadoma99w;Marynell;;Meadors;;;;;;;;;;;;;;;
melvich01w;Chasity;;Melvin;;Forward-Center;190.5;83.915;North Carolina State;1976-05-03;;;;;;;;;
mendigi01w;Giuliana;;Mendiola;;Guard;180.34;78.925;Washington;1982-01-09;;;;;;;;;
miaomi01w;Lijie;;Miao;Miao Miao;Guard;180.34;69.4;;1981-06-03;Harbin;;CHN;China;;;;;
millebr01w;Britany;;Miller;;Center;193.04;;Florida State;1987-08-10;;;;;;;;;
millech99w;Cheryl;;Miller;;;;;;;;;;;;;;;
milleco01w;Coco;;Miller;;Guard;175.26;63.503;Georgia;1978-09-06;;;;;Rochester mayo;Rochester;MN;USA;United States of America
milleke01w;Kelly;;Miller;;Guard;177.8;63.503;Georgia;1978-09-06;;;;;Rochester mayo;Rochester;MN;USA;United States of America
millsta01w;Tausha;;Mills;;Center;190.5;105.233;Alabama;1976-02-29;;;;;;;;;
miltode01w;DeLisha;Lachell;Milton-Jones;;Forward;185.42;83.915;Florida;1974-09-11;Jessup;;USA;United States of America;Bradswell institute;Hinesville;GA;USA;United States of America
mitchle01w;Leilani;;Mitchell;;Guard;165.1;58.967;Utah;1985-06-15;;;;;;;;;
mizrali01w;Limor;;Mizrachi;;Guard;170.18;58.967;Maryland;1970-06-24;;;;;;;;;
moeggli01w;Liz;;Moeggenberg;;Forward;185.42;88.45;Michigan State;1984-05-25;;;;;;;;;
moisead01w;Adriana;;Moises Pinto;Adrianinha;Guard;167.64;63.503;;1978-12-06;Franca;;BRA;Brazil;;;;;
mokanch01w;Chanel;Modiri;Mokango;;Forward;195.58;;Mississippi State (jr-sr);1988-10-13;Kinshasa;;COD;Democratic Republic of the Congo;;Kinshasa;;COD;Democratic Republic of the Congo
monroja01w;Jacinta;;Monroe;;Center;195.58;73.482;Florida State;1988-09-04;;;;;Stranahan;Fort lauderdale;FL;USA;United States of America
montaan01w;Anna;;Montanana Gimeno;;Forward;185.42;86.182;George Washington;1980-10-24;Valencia;;ESP;Spain;;;;;
montgal01w;Alexandria;Rochell;Montgomery;Alex;Guard-Forward;185.42;83.915;Georgia Tech;1988-11-12;Tacoma;WA;USA;United States of America;Lincoln;Tacoma;WA;USA;United States of America
montgre01w;Renee;;Montgomery;;Guard;170.18;63.049;Connecticut;1986-12-02;;;;;;;;;
mooreja01w;Jackie;;Moore;;Center;185.42;93.894;Long Beach State;1979-11-06;;;;;;;;;
mooreje01w;Jessica;;Moore;;Forward-Center;190.5;79.379;Connecticut;1982-07-09;;;;;;;;;
moorelo01w;Loree;;Moore;;Guard;175.26;74.843;Tennessee;1983-03-21;;;;;Narbonne;;;;
moorema01w;Maya;April;Moore;;Forward;182.88;79.379;Connecticut;1989-06-11;Jefferson city;;USA;United States of America;Collins hill;Suwanee;GA;USA;United States of America
moorena01w;Navonda;;Moore;;Guard;177.8;65.771;Alabama;1984-11-04;;;;;;;;;
moorepe01w;Penny;;Moore;;Forward;182.88;61.235;Long Beach State;1969-01-25;;;;;;;;;
mooreta01w;Tamara;;Moore;;Guard-Forward;180.34;75.75;Wisconsin;1980-04-11;;;;;Minneapolis north;Minneapolis;MN;USA;United States of America
mooreyo01w;Yolanda;;Moore;;Forward;182.88;78.925;Mississippi;1974-07-01;Port gibson;MS;USA;United States of America;Port gibson;Port gibson;MS;USA;United States of America
moosca01w;Carolyn;;Moos;;Forward-Center;198.12;82.554;Stanford;1978-05-23;;;;;The blake school;Wayzata;MN;USA;United States of America
morehmo01w;Monique;;Morehouse;;Forward-Center;190.5;79.379;Auburn;1974-01-18;;;;;;;;;
morgale01w;Leslie;;Morgan;;Forward;185.42;;Francis Marion;1969-11-01;;;;;;;;;
morrich01w;Cherilyn;;Morris;;Forward;;;Southern Nazarene;;;;;;;;;;
morrije01w;Jene;Nicole;Morris;;Guard;175.26;66.224;San Diego State;1987-07-21;San francisco;CA;USA;United States of America;Urban;San francisco;CA;USA;United States of America
morrila01w;Laticia;;Morris;;Forward;185.42;72.575;Auburn;1974-05-26;;;;;;;;;
morrizi01w;Ziomara;Esket;Morrison Jana;;Center;193.04;;none;1989-02-15;Santiago;;CHI;Chile;;;;;
mosbybe01w;Bernice;;Mosby;;Forward;185.42;78.018;Baylor;1984-02-14;;;;;;;;;
mosleju01w;Judy;;Mosley-McAfee;;Forward;185.42;77.111;Hawai'i;1968-03-17;;;;;;;;;
moweje01w;Jennifer;;Mowe;Jenny;Center;195.58;107.048;Oregon;1978-02-25;;;;;Powers;Powers;OR;USA;United States of America
mulitna01w;Naomi;;Mulitauaopele;;Center;190.5;93.894;Stanford;1976-03-06;;;;;;;;;
murphma99w;Mary;;Murphy;;;;;;;;;;;;;;;
murphsh01w;Eshaya;;Murphy;Shay;Guard;180.34;74.389;USC;1985-04-15;;;;;;;;;
nagyan01w;Andrea;;Nagy;;Guard;170.18;66.678;Florida International;1971-11-16;;;;;;;;;
nanch01w;Chen;;Nan;;Center;198.12;92.533;;1983-01-06;Qingdao;;CHN;China;;;;;
ndiayas01w;Astou;;Ndiaye-Diatta;;Forward-Center;190.5;82.554;Southern Nazarene;1973-11-05;Kaolack;;SEN;Senegal;;;;;
ndongem01w;Emmeline;;Ndongue;;Center;187.96;77.111;;1983-04-25;Auxerre;;FRA;France;;;;;
nemcoev01w;Eva;;Nemcova;;Forward;187.96;80.739;;1972-12-03;Prague;;TCH;Czechoslovakia;;;;;
neroja01w;Jacque;;Nero;;Forward;180.34;81.647;Alabama-Birmingham;1968-11-08;;;;;;;;;
nevescl01w;Claudia;Maria;das Neves;Claudinha;Guard;172.72;61.689;;1975-02-17;Guaraja;;BRA;Brazil;;;;;
newtoch01w;Chelsea;;Newton;;Guard;180.34;69.853;Rutgers;1983-02-17;;;;;Carroll;Monroe;LA;USA;United States of America
ngarsch01w;Christelle;;N'Garsanet;;Center;190.5;76.203;Missouri;1983-06-23;;;;;;;;;
ngoyibe01w;Bernadette;;Ngoyisa;;Center;193.04;88.45;;1982-08-26;;;;;;;;;
nichoti01w;Tina;;Nicholson;;Guard;160.02;66.224;Penn State;1973-09-27;;;;;Downingtown;Downingtown;PA;USA;United States of America
nieuwma01w;Marlous;;Nieuwveen;;Center;195.58;81.647;Valparaiso;1980-04-12;;;;;;;;;
nikolmi01w;Mila;;Nikolich;;Forward;190.5;83.915;;1971-07-04;;;;;;;;;
nnamach01w;Chioma;;Nnamaka;;Guard;182.88;70.76;Georgia Tech;1985-06-15;;;;;;;;;
nolande01w;Deanna;;Nolan;;Guard-Forward;175.26;66.678;Georgia;1979-08-25;;;;;;;;;
novosna01w;Natalie;;Novosel;;Guard;180.34;74.843;Notre Dame;;;;;;;;;;
nygaava01w;Vanessa;;Nygaard;;Forward;185.42;75.296;Stanford;1975-03-13;Scottsdale;;USA;United States of America;Carlsbad;Carlsbad;CA;USA;United States of America
ogayu01w;Yuko;;Oga;;Guard;167.64;63.503;;1982-10-17;Yamagata city;;JPN;Japan;Nagoya college;Nagoya;;JPN;Japan
ogwumnn01w;Nneka;;Ogwumike;;Forward;187.96;;Stanford;1990-07-02;;;;;Cy-fair;Cypress;TX;USA;United States of America
oheaje01w;Jenna;;O'Hea;;Guard-Forward;185.42;78.925;Australian Institute of Sport;1987-06-06;Traralgon;;AUS;Australia;Caulfield grammar;Melbourne;VIC;AUS;Australia
ohldeni01w;Nicole;;Ohlde;;Forward-Center;195.58;86.182;Kansas State;1982-03-13;;;;;;;;;
olajuab01w;Alon;Abisola Ariscate Ajo;Olajuwon;Abi;Center;193.04;107.048;Oklahoma;1988-07-06;Houston;TX;USA;United States of America;Marlborough school;Los angeles;CA;USA;United States of America
oneilkr01w;Kristen;;O'Neill;;Guard-Forward;185.42;71.668;Washington;1983-04-12;;;;;;;;;
orrki01w;Kira;;Orr;;Guard;167.64;63.956;Duke;1975-09-16;;;;;;;;;
osburde01w;Debbie;;Osburn;;Center;193.04;;Oregon;1972-02-11;;;;;;;;;
osipoir01w;Irina;Viktorovna;Osipova;;Center;195.58;86.182;;1981-06-25;Moscow;ID;USA;United States of America;;;;;
overtbo99w;Bo;;Overton;;;;;;;;;;;;;;;
owenhe01w;Heather;;Owen;;Forward;195.58;96.162;Stanford;1976-05-06;;;;;Moscow;Moscow;ID;USA;United States of America
owenssh01w;Shantia;;Owens;;Center;187.96;79.379;Kentucky;1978-05-16;;;;;;;;;
pageda01w;Danielle;;Page;;Forward;187.96;81.193;Nebraska;1986-11-14;;;;;;;;;
pagemu01w;Murriel;;Page;;Forward;187.96;72.575;Florida;1975-09-18;;;;;;;;;
paigeyo01w;Yolanda;;Paige;;Guard;167.64;66.678;West Virginia;1983-09-18;;;;;;;;;
paliesa01w;Sabrina;;Palie;;Guard;170.18;72.121;;1981-07-23;;;;;;;;;
palmewe01w;Wendy;;Palmer;;Forward;187.96;74.843;Virginia;1974-08-12;Timberlake;;USA;United States of America;Person senior;Roxboro;NC;USA;United States of America
parisco01w;Courtney;;Paris;;Center;193.04;113.398;Oklahoma;1987-09-21;;;;;Piedmont;Piedmont;CA;USA;United States of America
parkeca01w;Candace;Nicole;Parker;;Forward;193.04;79.379;Tennessee;1986-04-19;St. louis;MO;USA;United States of America;Naperville central;Naperville;IL;USA;United States of America
parsoca99w;Cathy;;Parson;;;;;;;;;;;;;;;
pascafl01w;Florina;;Pascalau;;Center;193.04;84.822;;1982-01-19;;;;;;;;;
paschti01w;Tia;;Paschal;;Forward;185.42;74.843;Florida State;1969-03-22;;;;;;;;;
pavlimi01w;Michaela;;Pavlickova;;Forward-Center;190.5;79.379;Denver;1977-11-27;;;;;;;;;
payeka01w;Kate;;Paye;;Guard;172.72;68.039;Stanford;1974-03-06;;;;;;;;;
peckca99wc;Carolyn;;Peck;;;;;;;;;;;;;;;
pederka01w;Kayla;;Pedersen;;Forward;193.04;86.182;Stanford;1989-04-04;Flint;MI;USA;United States of America;Red mountain;Mesa;AZ;USA;United States of America
penicti01w;Ticha;;Penicheiro;;Guard;180.34;65.771;Old Dominion;1974-09-18;;;;;;;;;
pennjo01w;Jocelyn;;Penn;;Forward;182.88;72.575;South Carolina;1979-09-10;;;;;;;;;
perazja01w;Jasmina;;Perazic-Gipe;;Guard-Forward;182.88;77.111;Maryland;1960-12-06;Novi sad;;YUG;Yugoslavia;;;;;
perkiji01w;Jia;;Perkins;;Guard;172.72;70.307;Texas Tech;1982-02-23;;;;;;;;;
perpeer01w;Erin;;Buescher Perperoglou;;Guard-Forward;190.5;82.1;The Master's College;1979-06-05;;;;;;;;;
perroki01w;Kim;;Perrot;;Guard;165.1;58.967;SW Louisiana;1967-01-18;;;;;;;;;
peterde01w;Devereaux;;Peters;;Forward;187.96;77.111;Notre Dame;1989-10-08;;;;;;;;;
petroso01w;Sonja;;Petrovic;;Forward;185.42;;none;1989-02-18;;;;;;;;;
pettibr01w;Bridget;;Pettis;;Guard;175.26;68.039;Florida;1971-01-01;;;;;;;;;
philler01w;Erin;Victoria;Phillips;;Guard;170.18;73.482;;1985-05-19;Carlton;;AUS;Australia;;;;;
phillpo01w;Porsha;Janel;Phillips;;Forward;187.96;78.471;Georgia;1988-01-13;Stone mountain;;USA;United States of America;Redan;Redan;GA;USA;United States of America
phillta01w;Tari;;Phillips;;Forward-Center;187.96;90.718;Central Florida;1969-03-06;;;;;;;;;
phillta02w;Ta'shia;;Phillips;;Center;198.12;89.811;Xavier;1989-01-24;Indianapolis;IN;USA;United States of America;Brebeuf jesuit;Indianapolis;IN;USA;United States of America
pierspl01w;Plenette;;Pierson;;Forward-Center;187.96;82.1;Texas Tech;1981-08-30;;;;;;;;;
plankju99w;Julie;;Plank;;;;;;;;;;;;;;;
plowdvi01w;Vicki;;Plowden;;Forward;182.88;;Miami (FL);1971-07-22;;;;;;;;;
pohleje01w;Jeanette;;Pohlen;;Guard;182.88;81.193;Stanford;1989-05-02;Downey;;USA;United States of America;Brea-olinda;Brea;CA;USA;United States of America
pollica01w;Catarina;;Pollini;;Forward;195.58;74.843;Texas;1966-03-16;Vicenza;;ITA;Italy;;;;;
pondeca01w;Cappie;Marie;Pondexter;;Guard;175.26;72.575;Rutgers;1983-01-07;Oceanside;;USA;United States of America;John marshall metro;Chicago;IL;USA;United States of America
potthan01w;Angie;;Potthoff;;Forward;185.42;86.636;Penn State;1974-06-12;;;;;;;;;
powelel01w;Elaine;;Powell;;Guard;172.72;68.039;Louisiana State;1975-08-09;;;;;;;;;
powelni01w;Nicole;;Powell;;Forward;187.96;79.379;Stanford;1982-06-22;;;;;Mountain pointe;Phoenix;AZ;USA;United States of America
prahasa01w;Samantha;;Prahalis;;Guard;170.18;58.513;Ohio State;1990-01-23;;;;;;;;;
pricear01w;Armintie;;Price;;Guard-Forward;175.26;60.328;Mississippi;1985-04-03;;;;;;;;;
pricefr01w;Franthea;;Price;;Guard;175.26;80.739;Iowa;1968-04-28;;;;;;;;;
priceka01w;Katrina;;Price;;Guard;177.8;67.132;Stephen F. Austin;1975-12-03;;;;;Lavega;Waco;TX;USA;United States of America
pridely01w;Lynn;;Pride;;Guard-Forward;187.96;81.647;Kansas;1978-10-16;;;;;Sam houston;Arlington;TX;USA;United States of America
princep01w;Ephiphanny;;Prince;;Guard;175.26;75.75;Rutgers;1988-01-11;New york;NY;USA;United States of America;Murry bergtraum;New york;NY;USA;United States of America
pringla01w;LaToya;;Pringle;;Forward-Center;190.5;73.482;North Carolina;1986-09-11;;;;;;;;;
queenbr01w;Brooke;;Queenan;;Forward;187.96;83.915;Boston College;1984-04-10;;;;;;;;;
quiglal01w;Allie;;Quigley;;Guard;177.8;63.503;DePaul;1986-06-20;;;;;Joliet catholic academy;Joliet;IL;USA;United States of America
quinnno01w;Noelle;;Quinn;;Guard;182.88;79.379;UCLA;1985-01-03;;;;;Bishop montgomery;Los angeles;CA;USA;United States of America
quinnte01w;Texlin;;Quinney;;Forward;193.04;74.843;Seton Hall;1974-09-07;;;;;;;;;
radunha01w;Hajdana;;Radunovic;;Center;190.5;84.822;;1978-01-10;;;;;;;;;
raglafe01w;Felicia;;Ragland;;Guard;170.18;60.328;Oregon State;1980-02-03;;;;;;;;;
randase01w;Semeka;;Randall;;Guard;175.26;74.389;Tennessee;1979-02-07;;;;;Trinity;Cleveland;OH;USA;United States of America
rasmukr01w;Kristen;;Rasmussen;;Forward;193.04;78.925;Michigan State;1978-11-01;;;;;;;;;
ravenbr01w;Brittainey;She Von;Raven;;Guard;182.88;73.482;Texas;1988-08-01;Albuquerque;;USA;United States of America;North crowley;Fort worth;TX;USA;United States of America
raymost01w;Stephanie;;Raymond;;Guard;165.1;63.049;Northern Illinois;1985-01-15;Rockford;IL;USA;United States of America;Lutheran;Rockford;IL;USA;United States of America
raymota01w;Tamika;;Williams Raymond;;Forward;187.96;88.45;Connecticut;1980-04-12;;;;;Chaminade julienne;Dayton;OH;USA;United States of America
reddja01w;Jamie;;Redd;;Forward;185.42;74.389;Washington;1977-11-05;;;;;International studies;San francisco;CA;USA;United States of America
redmoka01w;Katelan;;Redmon;;Guard-Forward;185.42;;Gonzaga;1988-10-11;;;;;Lewis and clark;Spokane;WA;USA;United States of America
reedbr01w;Brandy;;Reed;;Forward;185.42;76.203;Southern Mississippi;1977-02-17;;;;;;;;;
reedch01w;Chastity;;Reed;;Forward;185.42;74.843;Arkansas-Little Rock;1989-03-28;New orleans;;USA;United States of America;;;;;
reedmi01w;Michelle;;Reed;;Guard;180.34;74.843;Western Kentucky;1973-05-24;;;;;;;;;
reevech99wc;Cheryl;;Reeve;;;;;;;;;;;;;;;
reidtr01w;Tracy;;Reid;;Forward;180.34;68.039;North Carolina;1976-11-01;;;;;;;;;
reissta01w;Tammi;;Reiss;;Guard;167.64;58.513;Virginia;1970-04-02;;;;;;;;;
resska01w;Kathrin;;Ress;;Forward;193.04;87.997;Boston College;1985-06-26;Salorno;;ITA;Italy;Mount de chantal visitation academy;Wheeling;WV;USA;United States of America
reynoch01w;Chontel;;Reynolds;;Forward;187.96;81.647;Houston;1972-02-08;;;;;;;;;
richano99wc;Nolan;;Richardson;;;;;;;;;;;;;;;
rileyan01w;Andrea;;Riley;;Guard;165.1;61.689;Oklahoma State;1988-07-22;Dallas;TX;USA;United States of America;Lincoln;Dallas;TX;USA;United States of America
rileyru01w;Ruth;Ellen;Riley;;Center;195.58;89.811;Notre Dame;1979-08-28;Ransom;;USA;United States of America;;;;;
rizzoje01w;Jennifer;;Rizzotti;;Guard;167.64;66.224;Connecticut;1974-05-15;;;;;;;;;
roberav01w;Averill;;Roberts;;Guard;175.26;65.771;Ohio State;1970-01-29;;;;;;;;;
roberny01w;Nyree;;Roberts;;Center;190.5;94.801;Old Dominion;1976-03-10;;;;;;;;;
robertr99w;Trish;;Roberts;;;;;;;;;;;;;;;
robinas01w;Ashley;;Robinson;;Center;193.04;81.647;Tennessee;1982-08-12;;;;;South grand prairie;Grand prairie;TX;USA;United States of America
robincr01w;Crystal;;Robinson;;Guard-Forward;180.34;70.307;SE Oklahoma State;1974-01-22;;;;;Atoka;Atoka;OK;USA;United States of America
robinda01w;Danielle;;Robinson;;Guard;175.26;56.699;Oklahoma;1989-05-10;San jose;;USA;United States of America;;;;;
robinre01w;Renee;;Robinson;;Guard;180.34;75.296;Virginia;1978-06-15;;;;;;;;;
robinsc01w;Scholanda;;Robinson Dorrell;;Guard;180.34;70.307;Louisiana State;1983-01-09;;;;;;;;;
rolanja01w;Jannon;;Roland;;Guard-Forward;185.42;75.75;Purdue;1975-02-03;;;;;Urbana;Urbana;OH;USA;United States of America
rollitr01w;Tree;;Rollins;;;;;;;;;;;;;;;
rossad01w;Adrianne;;Ross;;Guard;172.72;64.41;Texas Christian;1984-11-23;;;;;;;;;
rossca99wc;Carol;;Ross;;;;;;;;;;;;;;;
rothsro99w;Ron;;Rothstein;;;;;;;;;;;;;;;
rouilni01w;Nikki;;Rouillard;;Guard;170.18;58.967;Loyola Marymount;1970-01-23;;;;;;;;;
roundsa01w;Saudia;;Roundtree;;Guard;170.18;65.771;Georgia;1976-10-04;;;;;Westside;Anderson;SC;USA;United States of America
roussju99w;Julie;;Rousseau;;;;;;;;;;;;;;;
ruffje01w;Jenni;;Ruff;;Guard-Forward;180.34;63.503;Washington State;1974-09-12;;;;;;;;;
rushle01w;Leah;;Rush;;Forward;185.42;79.379;Oklahoma;1984-10-25;;;;;;;;;
ryankr01w;Kristy;;Ryan;;Forward;180.34;68.039;Sacramento State;1972-11-19;;;;;;;;;
rycraeu01w;Eugenia;;Rycraw;;Center;190.5;79.379;Cal State Fullerton;1968-12-06;;;;;;;;;
salesny01w;Nykesha;;Sales;;Guard-Forward;182.88;83.461;Connecticut;1976-05-10;;;;;Bloomfield;Bloomfield;CT;USA;United States of America
sampsch01w;Charisse;;Sampson;;Guard;180.34;79.379;Kansas;1974-09-01;;;;;Washington;Los angeles;CA;USA;United States of America
sampsto01w;Tonya;;Sampson;;Guard;177.8;;North Carolina;1972-03-02;;;;;;;;;
samsh01w;Sheri;;Sam;;Guard-Forward;182.88;72.575;Vanderbilt;1974-05-05;;;;;;;;;
sanchis01w;Isabel;;Sanchez Fernandez;;Guard;177.8;68.946;;1976-11-28;Seville;;ESP;Spain;;;;;
sandeam01w;Amy;;Sanders;;Guard;180.34;70.76;Hawai'i;1983-06-05;;;;;;;;;
sandish01w;Shelley;Ann;Gorman- Sandie;;Guard;182.88;65.771;;1969-01-22;Melbourne;VIC;AUS;Australia;;;;;
sanfona01w;Nakia;;Sanford;;Forward-Center;193.04;90.718;Kansas;1976-05-10;;;;;;;;;
